TransID,CustID,TransTotal,TransNumItems,TransDesc
636,81,970.33,9,XyVzAuYvXdRAQjsRGsrA
637,11,1786.65,13,pInTXYnqeLvkjpyeXxEAwWAVPZM
638,185,1142.6,7,zMFxcIJIFGiePWeQvKwpAwKCqXrVKOEcgtCbXQytfVpl
639,128,312.11,1,ZgmEQEXpzOFpNpigBZIyyYWAdF
640,135,1437.59,7,POYAiZDGVGDRFdzczoapalhgTBNLZfDxuqJOMOLJIXSJZg
641,102,296.35,4,ltnOOfALTCZrbEXqLDRarwszTHBoejpIEdiKPfZXBYNMRwLXNs
642,81,1038.56,2,uVItPyONRpjHXvWObaIHRdjcCssIsfWYClQflmDXKCFkhFiBR
643,180,603.6,1,knDFNARfAviKBrALasjIgLQzQEDVCZPAwQ
644,7,238.64,2,vDsTQUSePhZODZfwSNpONbszgNggLkrp
645,146,849.12,3,qSujzCzVyiWNXmPvVnWcdnJwjJRiKKPgJlImebxnttVZDHGgvP
646,83,1473.97,8,RnICgoOnluRISETxlFAMXieLmaotAXESCXbjAigdYurLZmN
647,113,570.48,2,GsJHbCgKNKZvhDIxjZIHZarkXQlQwMVJsEVJR
648,77,992.45,5,ARONVZNNfiIzQXkqyRoUu
649,148,1783.96,9,LZlvvPUoqmpcttsVqsImufycIuJozQdWCtXDiEqFcmWuwSY
650,136,578.85,3,QBSctQOVhGYXBCSdhvfYz
651,68,715.17,3,dyDxkXmKlYuXYVsQAiMgAEMGLRJXmq
652,139,268.43,14,gqneFnQbSuzvuNyvWFFyrrz
653,62,1598.68,12,OfchmfzxziGvtODGDinkIufvgTExzWGRXTakcuKudpDvY
654,152,1289.22,7,EwfUSCJKejSoJtgUZDMrarSvyHFVyxnaPoFZAsqyZdm
655,200,749.45,11,jmHHIWVvjrHaNpEdYtrZnIN
656,186,1694.12,8,XDWDwoEZemHZWXNRUbJqZB
657,117,77.55,2,vdbGYfmHIZbLFrhiZugiAXwL
658,110,757.92,10,dqEAYtESerjBlpjDYISNKYOZutJAbOKXpygM
659,22,1974.87,12,vEuOnQDbUqRBcDptklMePyKUSeZOZtzroWOjleT
660,11,1850.53,5,lTMMNrfbODrOuDCpElXVQRymmmzGYetQgUiXYHFZ
661,187,634.07,10,wUVRXApEEEcydaELDxAXS
662,198,733.78,13,vlXSekOowzfxjFqPkKaX
663,71,158.18,14,MmdOslVDuEeMjQyOAdfdrSHBurvFTmmVhjuwwxYMXSxT
664,55,717.84,11,CdCyaHhDGkjSpavUQHHHAQhsNuPMnLmsJKXxy
665,29,1181.42,12,kupNgGTMHcGhRWASFqFRXLbknawBhnDHbl
666,158,1143.64,8,gpJNYoOyXwCIErLoxwXeCNfnpYXzLUm
667,133,1454.03,3,FSaCkgFIllTtjdDxjeIwdjUpH
668,153,126.31,7,qBNQcByqXMwIBDIjhqKpKKsYzMzQrcPSvIp
669,6,315.62,9,xdWWLFlarAJIojHsXyVtKWUBVeJuWsdMdezrcYUe
670,20,1783.95,2,McAKmogGsgNchJynYlcfpnEgwzpbnvBKdiTjRI
671,98,697.34,3,mKshzCbsLWepGgmMOXGBKJsBvTxLyMSaxMOyCkae
672,23,1948.73,1,EcWdjKTMKnmeTLygrrSHAOhRy
673,81,814.5,8,snRELjtDQeMBfNpNJRQUWVGuGFOibXLfJoGqZJiFcMVmmF
674,33,111.89,14,xDRcgrmsVcyloCNPZpyCpZaYYCORpjAzqePvadCzWdIY
675,115,1941.78,1,kAQIzbZeakifkFpyOpqrUCQoLSJQIoJuukOIxIrrXMnxKBZXT
676,166,1929.05,15,IJzSjsznajJzhEevKnXPnNzQeErReDuzhuUDUHSBDngZHYvg
677,50,1570.35,9,zXVAEbHqcRuCixAvygMyqXtGCLerCibrdedHAJkI
678,26,300.01,3,rPYiXhAvpBmnefMMGZoQskITgSISjOC
679,186,1016.95,15,RvqOwqmLPQmOBtnGINwshHWvskoeAUSdhdKk
680,162,1081.96,9,wBUwyZCFXtnqmvphjyKzbzO
681,170,490.02,11,WIYiYEjcbjqQTGeLVviMYEClOIwXwyEscDoyYIDwIgocMa
682,6,1575.97,5,PDeZFfNIVzVoudRqMXtYNvWKcCQLGADGAwhVHFqCNvNl
683,45,788.73,2,WjglAowTgfTUgPlZarfdgSgRqadLeNlZ
684,113,1386.01,13,saBgkxvKdfXZMyvLRjTQ
685,154,1240.11,14,lPKhvXMdZGqSIsoeDtCAzNBeKJoaqzk
686,78,1951.5,7,ZHOesnWbFbuEQVdQOLtoZKsfvMqstbURKLYYJSxFLNlgQQVG
687,154,525.64,12,JwSxtwjdguLhXDXqiKkieUkQXowxw
688,176,1353.35,12,hSautRhPCPEJoLgyxwefLgXGMchPLAErUqYGZgHex
689,5,1576.2,6,xxCQyjrGqYordoruhduoiZKANSVHZQRdSYV
690,87,980.52,7,bdVjKRJvchReQjgnarlySfbLQuRaWfKtXWV
691,113,959.35,10,ggVBkECINnuvsNbWykPQbjqMKTGwJygswutwJto
692,2,1000.27,9,ILzdJfDQryUPmKWIDRagDTtIOYSeDDGAhajavEVMEx
693,78,1818.97,4,CfWbYuQViORkOeROcofLwinUgdkfZYqILqEXMvkSuwUhDD
694,102,1957.7,4,ypHjCWZlYanaiZmNtyTosllVTudAnMBzxyZTpNOhsBuOO
695,118,1499.71,5,xoAWrKuLSOQmTRJcpUdNBboMtMNaIPOPEJUBxNvVLmftm
696,40,630.46,10,JFBQfkYcIHQwGaKxnUHokLZOKDPqszOFOuLHJ
697,162,182.31,3,CYCAGCwZQbrRRxyQdxiSpQgzMwWyDtzckVruZ
698,68,1381.04,11,qccopoMylDHTnTVWCVnIUXvSYi
699,105,216.42,13,CnVUHCQxjZCoJlwbhvXrJtwFphWvxqVOhPLIEhJw
700,144,1477.36,4,mqsVKNBMvklLmYwZzKRzt
701,7,396.5,4,vPMEwsoSPbuTWiTawLfAeVvcwT
702,85,408.45,15,AdXqdgCTHoTzEDVusAsitVgH
703,79,1171.07,1,ukjdbDByNPneisMpDhSPLxPcoSCeZa
704,143,168.79,15,mxOCPJyDpAfDgwUrnOLFPnxONQvmGIsWWiuTuBnYuNZBCqUSwN
705,160,1747.85,8,AMbBVguHOCYumymrtchEzxSPVAoOPeXaMSAnCWUMCWrNMkqKZy
706,59,106.51,15,dDTlybFHeerFiejBpGcEGClSZmbSyFnGUr
707,179,505.8,12,GplGaCVnQbDZPnbKYhCdQTS
708,178,923.88,4,ntIIMWKstxHCNMVwduimGCUTpmgyijbNSPy
709,101,576.36,2,zudDmHOixmRCgchbHiAfXLEZ
710,81,1127.02,4,KzLbWoEpMSnKYPAAMfXYfUMCyfOIll
711,24,1038.46,7,DiNedEudFmbCPOIUZXDiJIPIWTJRE
712,15,1219.99,13,YsRMkuhKuKJonWqbcspsPTkrEKzvGlUruPZPnSqk
713,150,599.92,6,EzLzjyWJqIFnvSkQRluazdbSNTnKdvhyvRKryA
714,46,399.49,2,AMeXdSNuVfbwTmbnxHWbOb
715,13,362.06,9,FYwyrpiZQdXoxsfHKudjzfRASPHwkQ
716,130,270.67,9,JQWLoajIhSylEUEnFTqwBv
717,82,740.29,2,UxefiEzsWhSFVTCgdJyRQqYIFukE
718,145,1871.05,4,aleKGEkjYAdSaCglFKriayhHZKQAON
719,68,252.95,13,cjJcbwVviqdkoEKiUEGSbtoJsVOmwCuT
720,124,1190.24,15,HDWpVUuflXGryjSxQAnTmhzjcN
721,166,1325.03,12,IzLelfyevyPApiNDmFjNtGIToYxGMYQJJelltxqqIsoqQtr
722,26,251.54,8,HldnCHZkuhyDSAepWhnClWFFeqCCsVdIuLSyQYbao
723,8,534.19,11,XAgONpHtPIiNzwGGMwsf
724,137,828.12,13,RWxcYfhnfaLdwKELVEuXQcyswgWmTVydGAgMjhDnTm
725,61,1382.15,13,aYBAvjyFmfuTsXdgPUFrrnywGAXYQV
726,116,1543.77,15,jNrVzpdeREzswJqkwFZVZazRYuv
727,73,639.2,2,URwXJbbaRkdUtTPocsJbfvaAsFViifdMPcuOmOgsv
728,67,993.87,9,muVhWqurgluetkixgfTuKKpFKl
729,61,1534.05,8,eJLPJsGxoRNCYeuSpCLokZiIZYTmubGLeZ
730,60,370.52,15,TPIDaaGzfzkTSLmvyBwAabjXhhnmNnExUvKGRcDzs
731,53,1695.76,7,gckxDryZiKHpQcGDdVOwd
732,159,1081.64,12,SdPBJCXuxPwqeIkczYOjpqSliEK
733,157,14.79,3,DfzLwiibulWJlIIWyZlFhtkjVEyzcHUiLmEEJD
734,117,919.54,14,sntzPoQLOKHlNZrxXGmqDzdpIKTbufSBbXfFHJ
735,93,986.77,13,ndHiduQBwBWbETPEXffyVdvmxqnskVaFxeEdKURu
736,102,1571.13,9,FpYSJvCnzGaxzVYFnHLPHnkEnkIrvYBIoxbHOGiOQXOmevaNDK
737,35,1445.53,9,UYXWvPjaDvkmfwXDXInqIyK
738,59,1237.44,2,fFxWqFMTmspLKCCXPpFPIKfjlqyCBDrGriLXZcjEFi
739,182,1395.46,8,UKUghdiKDtUJmYMbDGBxBmSNwDMNJAFZgvO
740,147,77.54,11,IUpizXXrthanikoEGRZQgyaujBPOYWoJMeWKXxOFMG
741,23,1582.86,10,ZAaHeMRZmcQfPoynnsHXlzKcvX
742,50,1987.82,4,LuWFqwFqPrYmHItitqqRKkLEImmNILHGMjgeIWdRmtKTACEGys
743,113,827.5,8,AIQlZZJsJunJAClFuAUyhxyzWeh
744,104,1516.6,8,nFXxTxNGaiyadXnVkzKTNsEGOUotP
745,40,673.68,12,eKNbUlygMwSARvQQRdPKPCVqbakjVSErvnIQz
746,105,1509.32,5,fIXUTuiaqzxRksTkiWLHJdPNYkHMfRYnvibyXTjMwXzQpDLX
747,147,1197.0,7,UOjBmBRAJRKgKUwTDLum
748,25,166.57,15,qlVcOwOnimNZbPbzlkBxBiLWwPdjA
749,34,1675.04,7,xAlIZURrahmStvQWkpjoTFbBCbxF
750,122,1321.26,13,NfcBZVQXruizmnmyuSsEaOdMeDwglnn
751,5,1141.94,5,yAuXVgjZdgtLfzkysrRTdydZwkpdqtMLVSomoKvYgdsxWmHpyh
752,116,1757.32,13,GuaprjgaSjhqtjVUjtheEhMyJqrKozBo
753,170,105.1,9,kTiWaLZRfJKtfTIzeOSjcbSgADvCqpmQTOx
754,15,986.6,10,TzmTJcjWJNehLIClblpzHDGv
755,186,1549.68,1,RnbVvoMNQWvtZUivzPYbjlG
756,138,1592.73,15,TaxzhqGmGldIOznHKCgZWAPvVFl
757,105,1095.29,12,yjWITDpuPjUtzCyEyHUMzKvWLnirkb
758,51,500.61,3,pdVQwZTqeBoCfKiPylGDYmMLJk
759,154,1996.1,10,ujdxSLrAuQgvFxFycuUVIXhcMzZlfMfzM
760,158,1258.21,6,vWHrddNtVIoXMskxgzlTdL
761,103,1259.6,2,fBPsdDGsCNKiuRifReXR
762,196,1713.38,3,uuIGouwGlzQowJVELvtXXonsasNERtiRxn
763,47,344.83,8,bzLOYlMRgsjhknxwSSXeYhU
764,98,1887.35,14,EZSPUBVrDgAAunUnSxMaeHJFbvBtWbES
765,181,379.43,6,jLJqzpLLyzeuiBNAWbFZXFFCugRooRoHgaANTiJIJnFeR
766,75,970.75,9,YInYxNkxQdOMJlONJrPpCTbma
767,125,879.31,4,xkqJHoDDqPUlzviUKzfWcdHZFxNsnpTidIWYFXmZTwq
768,66,1262.68,14,ksNbwbvOthhdBVZnatrmteXpHdIHoGrktksdWHdkgGQT
769,149,1930.51,11,MKpoXZZsQqxopHjPuEiUkhGeqYZAaGcIuNhGHlFyvYJMoBdzKU
770,115,1306.22,4,hHxyfWvurfuaWOHbvCCythCQgrXxp
771,17,1025.96,15,gryoWLronzPWUzcQrowHqAQLZiwkovSRiYtPkxPCuJyCtYysrA
772,8,1116.3,12,rylWhvLZSlnqvQZpFFCUUxPPBLMlL
773,72,766.08,1,gkkeyklQTOqVuEwYnnhyTpeTQuqeOppwoypxSTEuLifpYzAl
774,170,401.05,7,jzZLixqefEXUmFkXAqYiikEgYXAGOQ
775,194,523.14,6,SYwdTfsTaGzEHIijWeUzMGDIAMMkdHhla
776,17,1032.74,10,xobhsARIMNEHcPvNOHdgCwOXPkgXbZOymmrgOGzLGZl
777,29,1570.06,5,xnKQvifjOiZwVutOrTKnvkJXujzHOsLCVc
778,2,1744.41,3,wccmeQpnajtzPqhKxxVoEtlNPbvUXZZ
779,181,206.77,7,fQAUbVohbTnlxXhrpCQIekPgzXJNNtOVeLdinG
780,181,173.67,5,wnWqQmUJVkPTRiqtCKkootrEMPPXEKuNDagTYbmlweEQsutImi
781,40,15.61,3,pBZqqIZMCDXskQlEBdHBUtTVNiDCOhZHgJn
782,128,1329.77,14,VaJrOHxamXzLxOjqKPvpyIWrYvpKkGlLkATdPjgRoaSA
783,159,286.83,9,MUsScYFjAaTNtPyNIwCMLXnYDNhNpQrHXfuYjJEXbFk
784,167,1015.95,2,tprMnFGfFlCPXEKFRiIsmwmTDBxiubvkiD
785,82,591.28,11,KDUIqcsywVGIwHiGaQOtQBxmfjqcXnmgQoVW
786,138,447.47,7,wyGvFtDPPethzJtIocVHBhaLYPoWGyhHOYLOtxPZrxsLjrB
787,182,1181.91,10,DbyxjtVFhhEAnRADquwjBchFsEp
788,167,1335.02,4,qEIBbPLUEcKlahYiNydWPSKtRerXaVMpUmWY
789,125,751.04,4,bdtxsFadeQOjIgcbELoYbZiOsRYLtDquEaDfseKooWW
790,94,1601.68,5,iEBnfRIkaQXTfBIfjdbuwSMJCOdcWseN
791,182,1018.48,8,SpchjKWputTkaAfkoljIcKLHLgztixdGdEseQCQc
792,17,1177.89,12,eFOIGsTBluvQLizLTMjnOPMQCXoXpEALzQdIigHOOXUmjQ
793,101,34.16,11,JfhtSoxBHhUelpiYRFQnQdqnhVnrYoelWQdOekkYOf
794,85,1988.86,5,vANciTLLWQUPqvIAxcekwJlbcWuApxzvbJoNxifyYeVwnd
795,95,1546.83,1,ZRiexuQEarhMSJROuJBHixeKylolLgZNwHqkCMdIg
796,146,1835.48,9,FZhpohDaJResTmnKvqskKZqnrzlqtjjxdeEFeN
797,82,1552.56,10,XTKQEcqnUUSsRIQyLbkvaTERTVCYyhElMIJRSbezNKKn
798,194,124.07,13,NOlVaJXcFBWdpBhXVbPqhEhiSDk
799,115,1389.36,7,DLXNEyVCloCUcSVCqfYOWCERDJzvSo
800,77,1471.46,15,WDTjvnEfhTuxDuOOJhUJWgjgPIwiWBADgomSJ
801,8,514.39,12,oIDftammJaakoNGJscnMgKlnpOFSmpGhx
802,28,1471.22,15,OEnimdPtyjmhbHMaQKmwRpBwZDEuYROMIaXQTFddO
803,44,1754.71,13,NSuhHvQveBtHQpgRJzoDwdDUVpBLjfwXqkNEKAuyWclBwI
804,4,1540.93,2,vrYzcbWPctVMmHQtNOZI
805,177,1798.9,7,BJVhmdDVqvvdpMCOOwtNLqQVaIu
806,17,336.71,10,AgYhrvBcnYrlKMSLZhNMaSwAEPjEBRQkelvTCDvNCEQ
807,76,1266.55,6,xlOOniiakMGJYaFswSZihDvpMqAEpRiZxiLKZUKtD
808,10,658.69,15,vKLGSfffFrlmXQvryNRAkTT
809,48,300.4,15,YsmdccDNSBTWLEYIwqfPmnmtjZIKpgEJJK
810,42,1317.85,3,mLJDZZmhudRQcDWKWRHTggyuoJeHAWBXlpdHYQ
811,126,989.88,12,WHhlMEiDrgLRkSSmxVvWCwZYQZkvcRXn
812,94,664.22,1,vxVsRCacCXmoNwqIxEUspKvdRWjbJF
813,76,133.72,5,yXlMNLYDAyMpTvvCQkVGABuIVzCESEzFqjlviVteyv
814,44,330.44,5,ihFWeDdlnMQcztQtDLAeyFOTb
815,180,116.96,7,ojWAhBXenLcryGYgWzGaDkftOtqpSWOhCTWqUIkEBABI
816,38,1275.77,9,AusKETUFmQylBOAuNcFQKUTcyCczIjZQHMuKpjoenG
817,173,825.4,9,QiDifRczdBAkxDcdzpUJCcSohEM
818,75,879.77,2,vESNSaDFKQZnlwinJCgWElqyNHwZx
819,24,360.84,8,yUayuaafswlOlrBQZMlwvqeK
820,14,190.31,11,CgjIuLCRSKICinJKJjODPJaElHIzTlhqNXclrW
821,80,1873.75,2,ZAXNVokswRLnxegXQjTwZGTYCEaDZFbraeqt
822,189,1278.36,3,AgcoSHpnnvKCCcDfEdCSdIqTjzdIwNbRzIrcONgzCAELz
823,157,1018.54,3,NnNDaLEgoIicgyPVeJxYlIPusPaeEgWGdDGAkTgiWq
824,78,1510.46,2,zLVlyBvSpnmaiWfCdjxMNbUoYKJTjekkLcLU
825,28,1174.79,11,jtlfWXawujswqfUiCigz
826,126,763.86,9,AUfQmlDvFnHHJIVBFMTeXOcyfLalNVsswNbWsY
827,21,751.7,10,XmivqhQuSSnyWtjqRZQLvPBNgGJMZOBaxg
828,126,551.95,12,VkJCuvlQrlaiFmSbUuVbynwi
829,1,1888.21,8,SxSBMKQeRFbYxXRYAaiOyvwjM
830,114,1046.71,2,jaBohNanoDJVkyiygHtEqcHk
831,77,420.22,11,hCFzpiQBEVokngkDRGhLpSEBGBJRItljDgwrkpTbsCOg
832,178,148.25,4,gfphUVrFSLzfebFXazMHVghOqNtIkMejjgiwYDQmmi
833,147,64.21,5,JLOgOuTqxONJfNgmmndaXoRkZJnNcJIXkphzHLamUoTHL
834,114,1642.61,4,sQXjlyMgjmIXfgPvHKWtXUBziYvxkXxGInHasLSgJY
835,60,854.38,12,dqlMRMhctQwhlxQGSAyyI
836,30,216.9,4,UeKbEADBXIOPFYOOoOSEWSFMRhNQhOqxEPciYLo
837,13,365.7,8,fQEgDpTJLECJlSQDFXojZctUYfKFS
838,112,1968.69,15,oDecEoknGwKUSguJJHkrfUpNnBsiYHvrWbMKoEyniJZfn
839,132,92.89,15,sPfJLULEUJEsmcmvTUSOdKxXhrMjbQxNytTzpA
840,191,1380.01,11,KEwFMjzaEhOmSZqeBVqA
841,100,73.11,6,KFKToQHADevqcMlOPjLar
842,165,143.94,13,DNbizJRHAERyogqfgQDCUSXYrJsEXxWagd
843,120,1524.75,7,SpiyiepwSJvuWFfVgmQnvKgWgHIwGTFK
844,173,1865.85,5,GfOwbcwjGjhlKyOiQePeYdcAGbuW
845,72,134.62,2,RbqTTdYBgMdJjAhjrAvnCDfznVAjkgKlUxKdntjHAeUA
846,88,65.04,4,pZGbkcMcJtiiVtnVbqWUkFoLeWjJPpPYvrYekGKOkQT
847,166,1019.27,5,bummTYoZmofYiJgthzanOqxiYBHodOpspAj
848,113,1784.51,2,KDYbPAUWVdTJAzxbGCfp
849,61,1566.19,4,hThsFheZFXlalICOgVZWTVkpg
850,45,1395.37,5,EKrdILfLsapXbiOMmnJroSH
851,141,1653.71,12,WTThCGcNSxVtCGtPLyepdavytzkSBcvFJlefOIJsiUrBzUKob
852,163,1989.35,13,mDxtseQABDocDXaOvSrKHvzZkepsGBAqCtiVOmaOwiREgaGys
853,82,1046.57,6,SVkwYhdupytEAdrKnqeYxBeOuwG
854,18,1821.54,9,YPlCTiqErUYttWUCHTxfMEhqoph
855,167,362.0,5,NUQDbfYAMsrcnazWOOkssIjkILJqDHwIbnCIiDOSeakSyjTLG
856,107,628.89,11,kmraNwAfYPxCsOheeYJOxYsmjGlNFYvMKUKxYyeDzKpEjBuw
857,200,1902.93,14,YrsGQRzpHFlDVEBzLFHSMRVprwjmlkzEAwDnzFmpaKfPG
858,31,1645.25,8,NGDLvvEdQooHbxYHhVjnvrTPcAmku
859,192,323.12,6,VFOzpTynRcztYnPZXqddu
860,196,1894.36,8,rAzPcqYXeVNtfsqiwOOhhhoVzfmITgMrUYhlojwSjjiRSSjmM
861,57,1810.75,7,pWadsPloFAYPjeRXqwDtJXATbxtBhcBCPNba
862,83,1045.39,15,uwenRYwzaDpFGosHgPuuSGiokTPSFqUNnr
863,99,1858.98,10,sJRfiVfwUvRIIOssiIyaUbrTNfXJNdnbVqmSeGAhr
864,57,1251.88,12,OKyRgXGprTZUlcYafsPYZOAxAnvMOdRxGBdwADHHx
865,160,1663.94,14,SjOXcWrMDmIzLEYoPHOfEwPJAiivTCigNo
866,186,1723.91,14,kxesHLyrsfrgjFfwPqyYKzsR
867,151,889.54,11,EkwYYzQDjLWGKolenzMgz
868,74,1437.72,11,YeGQDzhpRXYhFvFiNRKYfPsBearfveQL
869,134,1849.45,8,TjeTBrUiUAJmjWxCXPOZzvegRaTTQXGZVQdOxzj
870,93,1278.86,8,coWLlYAVBCJvdBBXESBuqdCcCDJpHJCGvxoPbv
871,74,1947.84,14,GFnWyTprlOtzBbJVKgCdi
872,174,657.96,9,mmyKPAcDlQsSWKHWtTSMlhrQEbSGdkb
873,122,1586.59,10,anGsywzroGOdwZXRPgqAbIHY
874,115,1547.58,1,MlRwIdmkmKOgMbqDQLuapTsm
875,122,51.66,7,QhmYPuYnmUnbagXUXmEjMAZeapkHJdWqQLkGMbz
876,30,1214.02,6,bTRKvAoNCZDzthrdbrivHDZIPoYcdhHmRLNTmprXjfsZvPUEdE
877,64,484.76,9,CntpCiyehmiSAlmSBbvHhQOnRoRoIlpLz
878,139,855.39,4,XUlpRDYGrTWvMCXIvSJnzGsknGLMiASwttozRfc
879,27,1928.17,14,exNcAKdpWivkJYfHsQudIAepDXAMT
880,38,1429.29,13,PCnglRxJjjhrsMEblnitrpffNzfMiLamzpQjStZaNvVdS
881,170,1958.22,5,MiWDAouikkeovglnYfWQi
882,10,1109.67,5,IljvWrUeurzQGfgkOPkCwGNKTCUhpjSHtuBknPMnPfdrvoY
883,127,38.81,5,ZXFPcWJjeznNYvSHIElVYAuiOcjHfnTOJVwiDN
884,8,425.83,12,mhQdrcjCbjYgUTyeBgjXcIAZNrEZzRDZbSiyVdldpWeSw
885,184,1231.69,10,LysxICZNhgxRdzQXqlBTGviDImlBYhQmHzzWHPLUlG
886,142,1308.06,9,kiEVSFFeESWlnapyDtxxoxk
887,34,1234.55,1,nhWMcmVhIZmhLpuNaaGlwAmvVNBvIqxndnJZeXmFGBkJkNTx
888,20,937.55,2,MwBCJuMUnhBPVCRwHPgaxkoV
889,40,122.61,13,rWBxcNOXkeuJtfxGkGsEJdDQ
890,113,1800.81,1,WqVjUaPtwlWjWpIkXwxVNluOEZaNhq
891,109,1896.17,4,LgRiTlgybdwcDNPCdFvZULWFayXzzAbChlgWNxwekuUqoVQoOO
892,76,1673.94,10,uvLUWKgSZweYtMQPptGPpROvaI
893,46,554.94,15,CQTCbKPAoTlNddnIXLyzuTnDvSwIDBoFlUUHnPSSdbRstjubov
894,91,618.03,14,RAtPiulpxuPENqADUiPSIFNJthKVEwXFRRulsCUdFwW
895,80,1476.53,11,PnyfUZdnIgAOdntvgLmGTcBjnDRvjZfWAQxE
896,185,668.02,10,skJLOUKdLpClMifTVFYmxqJ
897,80,438.55,6,WCVNAsajjrciCRFYClMoMhFUeXGEbVpgCQuN
898,199,291.06,9,caUSBwjHNbkXNLnPdXOYLZNJnOCsqCtOMathOPwBTyVFHWUZH
899,191,430.17,5,xjeAqAuzsyZrkOhfCWyRIoezUKdCLxuplSaQukJ
900,182,1854.9,11,DCpGpNedASdPWfiQmBhcghNKAnxAHJQiNfn
901,91,927.29,5,fpaESBNQrEZzSIIwYOSnITfPlyLcSZeZvyQHqKSP
902,198,1351.53,8,gBTgCsxlTKTOyYfObAbZiXAsWrPlOfZktyejRstXgYcXTihWQ
903,188,65.48,8,XZIfPkIBKUWGwatqZmNnrtBMSPyRaHMRWbzpvaJ
904,80,1146.91,8,QdzavIAUrhtUyPFOxmxCrCulDvxbtzYJGfF
905,98,725.7,4,ZRyHkvUDeLUQImhAcsvTAPqZeLRvRPU
906,185,1355.87,14,WYKFkfCzQOZLCsEccpxwlfZthHEAQrMOShEOTICfQbcKETGNy
907,177,1693.78,4,ylDHxKivAYikizbHWbtmiIPwOZWzPLb
908,91,1588.63,6,qUJELhCLibdAKOKbFEvoz
909,109,1940.66,5,fMjJAxQRsxtFHgUUFTTEjkAuSXhOnDZMCPbFcGfZOsV
910,112,1550.52,4,XjNBAgUCOSgAivMtgFZuBqcmGu
911,89,1072.76,2,FeyiTLsmSZvXsRGolXpMsLTTBdt
912,79,1356.75,15,HTQcOixLewANyBxrsCcUDsqukQeIYJotJ
913,162,115.46,9,uzjnKiQjklLarpaJQTfYlRFsYlGnqomCaAj
914,199,1520.81,1,LhmRpScrifYOBhQtqydypRrxLdbmudvisrgPfotarmMu
915,60,1768.45,9,lXfRHNMMnysghjLSAHmLRDZdDzhVtJXxbNbteLZMQmPOl
916,55,1125.81,6,oWgXzspYjnvppDgnvhPtagunlEEUZxqWbzpkelsC
917,168,992.63,1,tJlzuKuDgtXEZEYzEYLqzOCDV
918,111,997.7,7,RRYoKnUSuKQEmmQYlJYNpiBHeeSx
919,178,1123.54,13,RNigWjVkHovYXrBKerdJqMLEJCJLohHvgzAAppT
920,48,358.98,1,LAJuSFTaXhvtQXnbPqbezPwDclKjQvUljYrZPOYyBIWyN
921,123,805.87,7,cwfLVVAhYtaiNbQKVUidnBLCc
922,162,1924.5,6,ACdqeNWWTollppMOwZzYYmkxclycDqEkxwegbbLeTUeNfOlsf
923,17,1434.17,5,THCPLxOCNAFKSERjuBYQVVZcB
924,106,1470.0,2,RXCveMdkWyMtuoCzrLRuLafcepMRwSCOrZMhYMryFhgH
925,149,1788.9,6,rBbkXYmJiGioMWplwfGXqLSoifQzYvUPSmEAJfrshXiSmFkm
926,112,291.32,12,gxvjSajvYXJjkNbRgkoXM
927,107,832.3,14,KZsLDqDEJhYHoMSscElBBYNtWLlCeeejuqRCCCcIHBapVFiSvb
928,155,1218.49,6,gXmacSkWSmphCTNUeeXdJ
929,141,692.89,10,VvAOhycreCGqFrnOILWxRlXKqAsRRi
930,100,1534.49,3,qXghJnaZWQAZWSuJoZMMIUkwTZFRSEQGuJwVGIUXaRreOwo
931,192,1908.46,13,LMWBGNSXiENBqNScHJyDGLyEDuhJgnjXYL
932,152,1310.05,14,gDiFAQAdwfmPYsYXkNuliUgUpRvVmAOGfb
933,18,1188.28,5,oLVenKJwUrZqWGSuYHilRmrCIXdZIw
934,100,917.21,1,qwsYqhXiKPcppvdGQEjdoHSUeBdpkPQleVdvdomyTTbmMwuu
935,9,81.75,9,uFGsttNqYNfuFdjvEJBiJMNXIeBrPZPkLhaDOGTN
936,38,890.73,15,SlNcBFepXEpzvssnpETGZUVZQrLLWyuNKa
937,112,818.66,2,NzEvsISMWnBnGfHWGnRbRnZkymHcyyYPRxaPriSxFOdPGCSGUn
938,86,1466.27,6,hujsrgrSBwiECdgtKGOvCWOkzZEQIFLyqgKqGwI
939,51,1161.39,5,CrMXdooLqQRWEAOSMUeLZHlI
940,40,1656.37,10,dBeXtEYeMMbXUfhEYoykOUYrvqrZBpCzaxt
941,4,1231.29,10,EckFtsOXOJulJygDPcyUGtyIdFVi
942,57,1012.76,15,hdBXVMtOKJFhnuYZFLirbJFaYSrZS
943,165,1446.28,4,ZZNIXsEkPIUkAcGnPhwhAWgoxIyleQtvpJ
944,146,677.28,1,BzjLocdwHgjVuwuwDGauLRZenzuFZjj
945,16,1602.28,2,wAFKStQALEKQLcIRdNWnKdLlpfZunjjqUORuxyOMC
946,197,1734.33,14,svrSQNHkXHkVXQAwXAfYZPLFeOZWWLYqZpqOJjjdWUzdeR
947,167,444.55,2,OzysytqMZIIxfyHsiySTPfawAMbfsmZryq
948,157,46.23,4,POiDDsTKlvrWXQLDOCVlJQZQbReIJmNfDoaEKxU
949,31,710.53,8,WllBAgdCWXbDNMCOUosXdNOmmTdyXKheUBXxSLqv
950,158,1054.08,15,bnkCKDemzpkbOdvyaAYSiYhhau
951,79,430.81,9,RpQbhgUuOhfOJVEMPkrIVJTtJjzxDuncfMIGmVFprCtZ
952,181,575.37,14,vslcSSsVBrUegaipdZXZ
